birth_name,year,salary,WAR
['1977-12-09 || 정성훈'],2000,"2,500",0.603
['1977-12-09 || 정성훈'],2001,"2,600",-0.005
['1977-12-09 || 정성훈'],2003,"2,500",1.271
['1977-12-09 || 정성훈'],2004,"4,200",2.066
['1977-12-09 || 정성훈'],2007,"8,400",0.206
['1978-08-16 || 고든'],2012,,1.962
['1978-09-12 || 지승민'],2002,"2,600",-0.039
['1978-09-12 || 지승민'],2003,"2,600",-0.038
['1978-09-12 || 지승민'],2004,"2,300",0.666
['1978-09-12 || 지승민'],2005,"2,300",0.028
['1978-09-12 || 지승민'],2009,"2,300",1.276
['1978-09-12 || 지승민'],2010,"4,200",-0.06
['1978-11-10 || 정대현'],2002,"2,000",0.947
['1978-11-10 || 정대현'],2003,"2,900",1.68
['1978-11-10 || 정대현'],2004,"5,000",2.762
['1978-11-10 || 정대현'],2005,"7,000",1.536
['1978-11-10 || 정대현'],2006,"8,000",3.237
['1978-11-10 || 정대현'],2007,"8,000",4.074
['1978-11-10 || 정대현'],2008,"20,000",2.224
['1978-11-10 || 정대현'],2009,"22,000",2.782
['1978-11-10 || 정대현'],2010,"23,000",2.413
['1978-11-10 || 정대현'],2011,"26,000",2.497
['1978-11-10 || 정대현'],2012,"50,000",1.544
['1978-11-10 || 정대현'],2013,"50,000",1.224
['1978-11-10 || 정대현'],2014,"50,000",1.423
['1978-11-10 || 정대현'],2015,"32,000",0.7
['1978-11-10 || 정대현'],2016,"32,000",0.242
['1978-12-02 || 정현욱'],1999,"2,200",1.009
['1978-12-02 || 정현욱'],2000,"3,000",-0.07
['1978-12-02 || 정현욱'],2002,"2,300",0.534
['1978-12-02 || 정현욱'],2003,"3,000",1.815
['1978-12-02 || 정현욱'],2004,"5,000",1.695
['1978-12-02 || 정현욱'],2007,"5,000",-0.169
['1978-12-02 || 정현욱'],2008,"6,000",3.742
['1978-12-02 || 정현욱'],2009,"13,000",2.553
['1978-12-02 || 정현욱'],2010,"17,000",2.515
['1978-12-02 || 정현욱'],2011,"21,000",2.399
['1978-12-02 || 정현욱'],2012,"25,000",1.417
['1978-12-02 || 정현욱'],2013,"40,000",0.774
['1978-12-02 || 정현욱'],2014,"40,000",0.511
['1978-12-02 || 정현욱'],2016,"40,000",-0.274
['1979-01-19 || 김병현'],2013,"60,000",0.497
['1979-01-19 || 김병현'],2014,"60,000",0.905
['1979-01-19 || 김병현'],2015,"15,000",-0.193
['1979-03-02 || 이정민'],2003,"2,000",-0.122
['1979-03-02 || 이정민'],2004,"2,100",0.75
['1979-03-02 || 이정민'],2005,"3,200",2.097
['1979-03-02 || 이정민'],2006,"6,200",0.279
['1979-03-02 || 이정민'],2009,"6,200",1.135
['1979-03-02 || 이정민'],2010,"6,800",0.054
['1979-03-02 || 이정민'],2011,"5,500",0.013
['1979-03-02 || 이정민'],2012,"4,500",0.168
['1979-03-02 || 이정민'],2014,"4,500",1.245
['1979-03-02 || 이정민'],2015,"6,500",-0.202
['1979-03-02 || 이정민'],2016,"6,500",2.371
['1979-03-02 || 이정민'],2017,"15,000",0.239
['1979-03-12 || 이혜천'],1999,"2,300",1.769
['1979-03-12 || 이혜천'],2000,"4,000",1.059
['1979-03-12 || 이혜천'],2001,"5,800",2.744
['1979-03-12 || 이혜천'],2002,"9,600",0.773
['1979-03-12 || 이혜천'],2003,"9,000",0.681
['1979-03-12 || 이혜천'],2004,"9,000",0.196
['1979-03-12 || 이혜천'],2005,"9,500",1.349
['1979-03-12 || 이혜천'],2006,"12,000",3.372
['1979-03-12 || 이혜천'],2008,"15,000",1.111
['1979-03-12 || 이혜천'],2011,"35,000",0.063
['1979-03-12 || 이혜천'],2012,"25,000",-0.239
['1979-03-12 || 이혜천'],2013,"20,000",-0.202
['1979-03-12 || 이혜천'],2014,"10,000",0.521
['1979-03-12 || 이혜천'],2015,"10,000",0.103
['1979-03-13 || 마정길'],2003,"3,100",1.256
['1979-03-13 || 마정길'],2004,"5,300",0.357
['1979-03-13 || 마정길'],2007,"5,300",-0.059
['1979-03-13 || 마정길'],2008,"5,000",2.189
['1979-03-13 || 마정길'],2009,"10,000",0.661
['1979-03-13 || 마정길'],2010,"10,000",0.966
['1979-03-13 || 마정길'],2011,"9,500",0.894
['1979-03-13 || 마정길'],2013,"7,000",0.491
['1979-03-13 || 마정길'],2014,"8,800",0.849
['1979-03-13 || 마정길'],2015,"20,000",0.435
['1979-03-13 || 마정길'],2016,"20,000",1.158
['1979-03-13 || 마정길'],2017,"20,000",-0.19
['1979-03-17 || 조용준'],2003,"6,050",1.735
['1979-03-17 || 조용준'],2004,"9,500",4.373
['1979-03-17 || 조용준'],2005,"20,000",1.828
['1979-03-17 || 조용준'],2009,"7,000",0.126
['1979-05-28 || 이대환'],2003,"2,200",0.184
['1979-05-28 || 이대환'],2004,"2,700",0.206
['1979-05-28 || 이대환'],2005,"3,200",0.481
['1979-05-28 || 이대환'],2009,"3,300",0
['1979-05-28 || 이대환'],2010,"3,300",0.063
['1979-05-28 || 이대환'],2011,"3,500",0.206
['1979-05-28 || 이대환'],2012,"3,700",0.039
['1979-05-28 || 이대환'],2013,"3,700",0.276
['1979-05-28 || 이대환'],2015,"3,700",-0.086
['1979-06-02 || 이승학'],2008,"12,000",0.63
['1979-06-03 || 임동규'],2005,"2,100",1.648
['1979-06-03 || 임동규'],2006,"3,500",0.788
['1979-06-03 || 임동규'],2007,"7,500",-0.097
['1979-06-13 || 이재영'],2003,"4,000",1.781
['1979-06-13 || 이재영'],2004,"7,000",3.286
['1979-06-13 || 이재영'],2005,"7,000",0.251
['1979-06-13 || 이재영'],2008,"7,000",0.21
['1979-06-13 || 이재영'],2009,"12,000",1.152
['1979-06-13 || 이재영'],2010,"12,000",-0.124
['1979-06-13 || 이재영'],2011,"10,000",0.619
['1979-06-13 || 이재영'],2012,"10,000",0.8
['1979-06-13 || 이재영'],2013,"12,000",0.13
['1979-06-13 || 이재영'],2014,"12,000",0.349
['1979-06-13 || 이재영'],2015,"12,000",0.4
['1979-07-13 || 서승화'],2003,"2,500",0.239
['1979-07-13 || 서승화'],2004,"4,200",0.674
['1979-07-13 || 서승화'],2005,"4,200",0.041
['1979-07-13 || 서승화'],2006,"3,800",-0.431
['1979-07-13 || 서승화'],2009,"3,800",-0.27
['1979-07-13 || 서승화'],2010,"4,000",0.074
['1979-07-22 || 강철민'],2003,"2,800",0.417
['1979-07-22 || 강철민'],2004,"4,400",1.585
['1979-07-22 || 강철민'],2005,"6,000",0.692
['1979-07-22 || 강철민'],2006,"6,500",0.951
['1979-07-22 || 강철민'],2010,"3,800",0.071
['1979-07-31 || 밴헤켄'],2013,,3.57
['1979-07-31 || 밴헤켄'],2014,"35,000",6.919
['1979-07-31 || 밴헤켄'],2015,"65,000",5.116
['1979-07-31 || 밴헤켄'],2016,"65,000",2.672
['1979-07-31 || 밴헤켄'],2017,"65,000",3.291
['1979-08-16 || 권오원'],2003,"2,200",0.132
['1979-08-16 || 권오원'],2007,"2,400",0.126
['1979-08-16 || 권오원'],2008,"3,400",0.631
['1979-08-16 || 권오원'],2009,"4,000",0.022
['1979-08-20 || 김수경'],1999,"4,000",4.111
['1979-08-20 || 김수경'],2000,"6,000",5
['1979-08-20 || 김수경'],2001,"12,700",0.951
['1979-08-20 || 김수경'],2002,"11,500",2.134
['1979-08-20 || 김수경'],2003,"15,000",3.141
['1979-08-20 || 김수경'],2004,"22,000",3.189
['1979-08-20 || 김수경'],2005,"30,000",0.497
['1979-08-20 || 김수경'],2006,"38,000",1.344
['1979-08-20 || 김수경'],2007,"40,000",3.343
['1979-08-20 || 김수경'],2008,"34,000",1.849
['1979-08-20 || 김수경'],2009,"37,000",-0.148
['1979-08-20 || 김수경'],2010,"37,000",-0.123
['1979-08-20 || 김수경'],2011,"11,000",1.439
['1979-08-20 || 김수경'],2012,"11,500",0.284
['1979-09-01 || 스코비'],2008,,-0.134
['1979-09-07 || 김재현'],2000,"1,700",-0.022
['1979-09-07 || 김재현'],2005,"1,700",-0.098
['1979-09-07 || 김재현'],2006,"3,800",0.47
['1979-09-07 || 김재현'],2007,"4,300",-0.183
['1979-09-07 || 김재현'],2008,"4,000",-0.138
['1979-09-07 || 김재현'],2010,"4,000",0.068
['1979-09-30 || 김문수'],2004,"2,000",-0.014
['1979-09-30 || 김문수'],2007,"2,300",0.208
['1979-09-30 || 김문수'],2008,"2,500",-0.121
['1979-10-11 || 유먼'],2013,,4.145
['1979-10-11 || 유먼'],2014,"36,000",1.948
['1979-10-11 || 유먼'],2015,"36,000",1.128
['1979-11-15 || 이동현'],2005,"2,500",-0.323
['1979-11-15 || 이동현'],2006,"3,200",0.252
['1979-11-15 || 이동현'],2007,"4,000",-0.112
['1979-11-15 || 이동현'],2008,"3,200",0.1
['1979-11-15 || 이동현'],2010,"3,200",0.077
['1980-01-01 || 정재훈'],2004,"1,800",1.842
['1980-01-01 || 정재훈'],2005,"3,800",2.853
['1980-01-01 || 정재훈'],2006,"10,000",3.192
['1980-01-01 || 정재훈'],2007,"15,000",1.971
['1980-01-01 || 정재훈'],2008,"17,500",1.617
['1980-01-01 || 정재훈'],2009,"16,000",2.492
['1980-01-01 || 정재훈'],2010,"14,000",4.398
['1980-01-01 || 정재훈'],2011,"20,200",2.005
['1980-01-01 || 정재훈'],2012,"35,000",-0.042
['1980-01-01 || 정재훈'],2013,"35,000",1.243
['1980-01-01 || 정재훈'],2014,"35,000",1.059
['1980-01-01 || 정재훈'],2015,"35,000",-0.203
['1980-01-01 || 정재훈'],2016,"35,000",1.624
['1980-02-09 || 이재우'],2002,"2,000",0.084
['1980-02-09 || 이재우'],2003,"2,100",0.449
['1980-02-09 || 이재우'],2004,"3,200",1.448
['1980-02-09 || 이재우'],2005,"5,500",4.404
['1980-02-09 || 이재우'],2008,"13,000",3.863
['1980-02-09 || 이재우'],2009,"20,000",2.098
['1980-02-09 || 이재우'],2010,"19,000",0.358
['1980-02-09 || 이재우'],2012,"11,000",0.093
['1980-02-09 || 이재우'],2013,"8,500",0.544
['1980-02-09 || 이재우'],2014,"12,500",0.481
['1980-02-09 || 이재우'],2015,"12,500",-0.102
['1980-02-09 || 이재우'],2016,"9,000",0.173
['1980-02-15 || 김일엽'],2009,"3,800",-0.521
['1980-02-15 || 김일엽'],2010,"4,000",0.529
['1980-02-15 || 김일엽'],2011,"5,000",0.285
['1980-02-15 || 김일엽'],2012,"4,800",-0.121
['1980-02-15 || 김일엽'],2013,"4,300",-0.106
['1980-03-09 || 권오준'],2004,"2,400",5.062
['1980-03-09 || 권오준'],2005,"7,500",2.951
['1980-03-09 || 권오준'],2006,"12,000",4.089
['1980-03-09 || 권오준'],2007,"19,000",0.524
['1980-03-09 || 권오준'],2008,"17,000",0.365
['1980-03-09 || 권오준'],2009,"12,000",0.046
['1980-03-09 || 권오준'],2010,"12,000",0.913
['1980-03-09 || 권오준'],2011,"13,000",1.602
['1980-03-09 || 권오준'],2012,"15,000",1.338
['1980-03-09 || 권오준'],2014,"12,000",-0.041
['1980-03-09 || 권오준'],2015,"7,000",-0.44
['1980-03-09 || 권오준'],2016,"7,000",1.2
['1980-03-09 || 권오준'],2017,"10,500",0.898
['1980-03-09 || 권오준'],2018,"15,000",1.058
['1980-03-09 || 권오준'],2019,"15,000",0.238
['1980-03-09 || 권오준'],2020,"15,000",-0.324
['1980-04-07 || 김태영'],2003,,0
['1980-04-07 || 김태영'],2006,,0.304
['1980-04-07 || 김태영'],2007,,1.066
['1980-04-07 || 김태영'],2008,,2.922
['1980-04-07 || 김태영'],2009,,2.685
['1980-04-07 || 김태영'],2011,,1.082
['1980-04-07 || 김태영'],2012,,0.334
['1980-04-07 || 김태영'],2013,,0.424
['1980-04-07 || 김태영'],2014,"8,000",0.956
['1980-04-07 || 김태영'],2015,"8,800",0.273
['1980-04-17 || 김사율'],2000,"2,200",0.43
['1980-04-17 || 김사율'],2001,"2,700",1.279
['1980-04-17 || 김사율'],2002,"3,400",0.244
['1980-04-17 || 김사율'],2003,"4,500",0.175
['1980-04-17 || 김사율'],2004,"4,000",-0.06
['1980-04-17 || 김사율'],2007,"3,100",0.003
['1980-04-17 || 김사율'],2008,"2,400",0.285
['1980-04-17 || 김사율'],2009,"3,500",-0.214
['1980-04-17 || 김사율'],2010,"3,500",1.186
['1980-04-17 || 김사율'],2011,"6,000",2.007
['1980-04-17 || 김사율'],2012,"13,000",1.796
['1980-04-17 || 김사율'],2013,"19,000",0.932
['1980-04-17 || 김사율'],2014,"15,000",1.078
['1980-04-17 || 김사율'],2015,"20,000",-0.446
['1980-04-17 || 김사율'],2016,"20,000",0.3
['1980-04-17 || 김사율'],2017,"20,000",-0.152
['1980-04-17 || 김사율'],2018,"20,000",0.333
['1980-06-19 || 구자운'],2000,"2,300",4.481
['1980-06-19 || 구자운'],2001,"4,300",0.533
['1980-06-19 || 구자운'],2002,"5,700",2.918
['1980-06-19 || 구자운'],2003,"9,000",2.365
['1980-06-19 || 구자운'],2004,"11,000",1.536
['1980-06-19 || 구자운'],2007,"11,000",0.538
['1980-06-19 || 구자운'],2010,"7,500",0.028
['1980-06-29 || 송승준'],2008,"10,500",2.869
['1980-06-29 || 송승준'],2009,"15,000",2.804
['1980-06-29 || 송승준'],2010,"18,000",3.056
['1980-06-29 || 송승준'],2011,"23,000",3.338
['1980-06-29 || 송승준'],2012,"30,000",2.774
['1980-06-29 || 송승준'],2013,"31,000",4.059
['1980-06-29 || 송승준'],2014,"36,000",1.625
['1980-06-29 || 송승준'],2015,"40,000",1.757
['1980-06-29 || 송승준'],2016,"40,000",-0.768
['1980-06-29 || 송승준'],2017,"40,000",2.772
['1980-06-29 || 송승준'],2018,"40,000",0.352
['1980-06-29 || 송승준'],2019,"40,000",0.19
['1980-06-29 || 송승준'],2020,"5,000",0.103
['1980-07-15 || 봉중근'],2008,"25,000",5.007
['1980-07-15 || 봉중근'],2009,"36,000",5.319
['1980-07-15 || 봉중근'],2010,"36,000",4.715
['1980-07-15 || 봉중근'],2011,"38,000",0.073
['1980-07-15 || 봉중근'],2012,"15,000",2.219
['1980-07-15 || 봉중근'],2013,"15,000",3.716
['1980-07-15 || 봉중근'],2014,"45,000",3.177
['1980-07-15 || 봉중근'],2015,"30,000",0.921
['1980-07-15 || 봉중근'],2016,"30,000",0.343
['1980-08-12 || 윤경영'],2008,"2,200",-0.238
['1980-08-12 || 윤경영'],2010,"2,400",0.06
['1980-08-13 || 이영욱'],2006,"3,800",1.845
['1980-08-13 || 이영욱'],2007,"5,800",0.268
['1980-08-13 || 이영욱'],2008,"6,000",0.95
['1980-08-13 || 이영욱'],2011,"6,200",0.907
['1980-08-13 || 이영욱'],2012,"7,200",-0.052
['1980-08-13 || 이영욱'],2013,"6,200",-0.11
['1980-08-15 || 김광삼'],2000,"2,000",-0.138
['1980-08-15 || 김광삼'],2003,"2,000",1.884
['1980-08-15 || 김광삼'],2004,"5,500",2.447
['1980-08-15 || 김광삼'],2005,"7,000",0.835
['1980-08-15 || 김광삼'],2006,"8,000",0.005
['1980-08-15 || 김광삼'],2007,"6,000",-0.278
['1980-08-15 || 김광삼'],2008,"5,800",0.084
['1980-08-15 || 김광삼'],2009,"5,800",-0.101
['1980-08-15 || 김광삼'],2010,"5,800",0.997
['1980-08-15 || 김광삼'],2011,"8,000",0.641
['1980-08-15 || 김광삼'],2012,"7,000",0.836
['1980-08-15 || 김광삼'],2015,"5,000",-0.066
['1980-08-23 || 바티스타'],2012,,1.875
['1980-08-23 || 바티스타'],2013,,2.706
['1980-09-15 || 이상화'],2005,"2,000",0.139
['1980-09-15 || 이상화'],2006,"2,000",0.705
['1980-09-15 || 이상화'],2007,"6,000",-0.471
['1980-09-15 || 이상화'],2010,"6,000",0.1
['1980-09-15 || 이상화'],2011,"3,000",0.095
['1980-12-06 || 문용민'],2004,"2,200",0.099
['1980-12-06 || 문용민'],2008,"2,400",-0.013
['1981-01-12 || 김성배'],2005,"2,000",2.26
['1981-01-12 || 김성배'],2006,"5,500",0.094
['1981-01-12 || 김성배'],2009,"4,300",-0.227
['1981-01-12 || 김성배'],2010,"3,500",0.184
['1981-01-12 || 김성배'],2011,"3,500",0.202
['1981-01-12 || 김성배'],2012,"5,000",1.26
['1981-01-12 || 김성배'],2013,"10,500",2.809
['1981-01-12 || 김성배'],2014,"19,000",0.842
['1981-01-12 || 김성배'],2015,"18,000",-0.704
['1981-01-12 || 김성배'],2016,"18,000",-0.099
['1981-01-12 || 김성배'],2017,"18,000",0.476
['1981-02-09 || 심수창'],2005,"2,600",0.422
['1981-02-09 || 심수창'],2006,"3,000",0.309
['1981-02-09 || 심수창'],2007,"5,500",1.084
['1981-02-09 || 심수창'],2008,"7,400",0.535
['1981-02-09 || 심수창'],2009,"7,000",1.11
['1981-02-09 || 심수창'],2010,"7,000",-0.09
['1981-02-09 || 심수창'],2011,"7,000",1.264
['1981-02-09 || 심수창'],2012,"6,500",-0.284
['1981-02-09 || 심수창'],2014,"5,500",-0.116
['1981-02-09 || 심수창'],2015,"5,500",-0.148
['1981-02-09 || 심수창'],2016,"25,000",0.372
['1981-02-09 || 심수창'],2017,"25,000",1.016
['1981-02-09 || 심수창'],2018,"20,000",-0.202
['1981-02-09 || 심수창'],2019,"5,000",-0.043
['1981-02-11 || 김승회'],2005,"2,500",0.062
['1981-02-11 || 김승회'],2006,"2,500",1.404
['1981-02-11 || 김승회'],2007,"4,200",0.391
['1981-02-11 || 김승회'],2010,"4,200",0.553
['1981-02-11 || 김승회'],2011,"5,300",0.528
['1981-02-11 || 김승회'],2012,"6,500",1.43
['1981-02-11 || 김승회'],2013,"10,000",0.751
['1981-02-11 || 김승회'],2014,"12,000",2.636
['1981-02-11 || 김승회'],2015,"12,000",0.062
['1981-02-11 || 김승회'],2016,"22,000",0.216
['1981-02-11 || 김승회'],2017,"10,000",0.894
['1981-02-11 || 김승회'],2018,"10,000",1.215
['1981-02-11 || 김승회'],2019,"10,000",0.995
['1981-02-13 || 정재복'],2004,"1,800",0.682
['1981-02-13 || 정재복'],2005,"3,600",1.693
['1981-02-13 || 정재복'],2006,"5,500",2.047
['1981-02-13 || 정재복'],2007,"7,700",2.263
['1981-02-13 || 정재복'],2008,"10,500",1.976
['1981-02-13 || 정재복'],2009,"13,000",-0.402
['1981-02-13 || 정재복'],2010,"10,000",0.3
['1981-02-13 || 정재복'],2012,"3,800",0.205
['1981-03-11 || 조영민'],2005,,0.439
['1981-03-11 || 조영민'],2006,"3,900",0.203
['1981-03-11 || 조영민'],2008,"3,300",0.581
['1981-03-11 || 조영민'],2011,"4,400",-0.004
['1981-03-26 || 김건한'],2002,,0.073
['1981-03-26 || 김건한'],2003,,0.843
['1981-03-26 || 김건한'],2004,,1.658
['1981-03-26 || 김건한'],2005,,-0.337
['1981-03-26 || 김건한'],2006,,0.024
['1981-03-26 || 김건한'],2007,,0.067
['1981-03-26 || 김건한'],2010,,0.846
['1981-03-26 || 김건한'],2011,,0.601
['1981-03-26 || 김건한'],2012,,0.148
['1981-03-26 || 김건한'],2013,,-0.324
['1981-03-26 || 김건한'],2014,"6,500",0.411
['1981-03-26 || 김건한'],2015,"6,000",-0.055
['1981-03-26 || 김건한'],2016,"6,000",0.238
['1981-04-14 || 장준관'],2003,"2,300",-0.108
['1981-04-14 || 장준관'],2004,"2,500",0.049
['1981-04-14 || 장준관'],2005,"2,700",-0.011
['1981-04-14 || 장준관'],2006,"3,000",0.086
['1981-04-14 || 장준관'],2007,"3,000",0.132
['1981-05-04 || 배영수'],2001,"2,200",3.909
['1981-05-04 || 배영수'],2002,"4,500",0.409
['1981-05-04 || 배영수'],2003,"6,500",3.378
['1981-05-04 || 배영수'],2004,"11,000",6.495
['1981-05-04 || 배영수'],2005,"22,000",6.022
['1981-05-04 || 배영수'],2006,"28,000",4.256
['1981-05-04 || 배영수'],2008,"30,000",1.544
['1981-05-04 || 배영수'],2009,"27,000",-0.419
['1981-05-04 || 배영수'],2010,"22,000",1.982
['1981-05-04 || 배영수'],2011,"40,000",1.277
['1981-05-04 || 배영수'],2012,"40,000",3.65
['1981-05-04 || 배영수'],2013,"45,000",2.651
['1981-05-04 || 배영수'],2014,"55,000",2.8
['1981-05-04 || 배영수'],2015,"55,000",-1.554
['1981-05-04 || 배영수'],2017,"55,000",1.127
['1981-05-04 || 배영수'],2018,"50,000",-0.034
['1981-05-04 || 배영수'],2019,"10,000",0.207
['1981-05-05 || 김광수'],2002,"2,100",-0.159
['1981-05-05 || 김광수'],2003,"2,200",0.548
['1981-05-05 || 김광수'],2004,"4,000",-0.064
['1981-05-05 || 김광수'],2008,"4,000",-0.424
['1981-05-05 || 김광수'],2009,"3,700",0.125
['1981-05-05 || 김광수'],2010,"5,200",2.12
['1981-05-05 || 김광수'],2011,"5,200",0.367
['1981-05-05 || 김광수'],2012,"9,000",-0.121
['1981-05-05 || 김광수'],2013,"7,000",0.816
['1981-05-05 || 김광수'],2014,"8,000",0
['1981-05-05 || 김광수'],2015,"10,000",0.549
['1981-05-05 || 김광수'],2016,"10,000",0.699
['1981-05-05 || 김광수'],2017,"10,000",-0.768
['1981-05-06 || 니퍼트'],2012,,3.996
['1981-05-06 || 니퍼트'],2013,,3.101
['1981-05-06 || 니퍼트'],2014,"38,700",5.017
['1981-05-06 || 니퍼트'],2015,"120,000",0.862
['1981-05-06 || 니퍼트'],2016,"120,000",5.969
['1981-05-06 || 니퍼트'],2017,"210,000",3.444
['1981-05-06 || 니퍼트'],2018,"210,000",4.739
['1981-05-06 || 이동학'],2004,"4,000",-0.207
['1981-05-06 || 이동학'],2005,"3,000",0.178
['1981-05-06 || 이동학'],2006,"3,300",-0.114
['1981-05-06 || 이동학'],2007,"3,100",-0.424
['1981-05-06 || 이동학'],2008,"2,800",0.04
['1981-05-06 || 이동학'],2009,"2,800",0.115
['1981-05-06 || 이동학'],2010,"2,800",-0.069
['1981-05-06 || 정재훈'],2007,"15,000",0.09
['1981-05-19 || 민경수'],2005,"2,800",0.439
['1981-05-19 || 민경수'],2006,"3,800",0.242
['1981-05-19 || 민경수'],2007,"3,600",0.06
['1981-05-19 || 민경수'],2010,"3,600",0.051
['1981-05-28 || 마일영'],2001,"3,300",3.389
['1981-05-28 || 마일영'],2002,"6,100",1.391
['1981-05-28 || 마일영'],2003,"6,100",0.352
['1981-05-28 || 마일영'],2004,"5,600",0.98
['1981-05-28 || 마일영'],2007,"5,600",-0.017
['1981-05-28 || 마일영'],2008,"5,000",3.666
['1981-05-28 || 마일영'],2009,"11,000",0.25
['1981-05-28 || 마일영'],2010,"11,000",-0.226
['1981-05-28 || 마일영'],2011,"8,300",0.172
['1981-05-28 || 마일영'],2012,"10,000",0.03
['1981-05-28 || 마일영'],2013,"15,000",0.008
['1981-05-28 || 마일영'],2014,"15,000",0.009
['1981-05-28 || 마일영'],2015,"15,000",-0.041
['1981-06-17 || 강영식'],2001,"2,000",0.086
['1981-06-17 || 강영식'],2002,"2,200",1.922
['1981-06-17 || 강영식'],2003,"4,200",0.976
['1981-06-17 || 강영식'],2004,"4,700",0.186
['1981-06-17 || 강영식'],2005,"4,700",0.195
['1981-06-17 || 강영식'],2006,"5,500",0.266
['1981-06-17 || 강영식'],2007,"6,000",0.506
['1981-06-17 || 강영식'],2008,"6,800",1.426
['1981-06-17 || 강영식'],2009,"10,000",0.585
['1981-06-17 || 강영식'],2010,"12,000",1.113
['1981-06-17 || 강영식'],2011,"30,000",0.791
['1981-06-17 || 강영식'],2012,"30,000",0.992
['1981-06-17 || 강영식'],2013,"30,000",1.021
['1981-06-17 || 강영식'],2014,"30,000",1.327
['1981-06-17 || 강영식'],2015,"30,000",0.603
['1981-06-17 || 강영식'],2016,"30,000",0.077
['1981-06-17 || 강영식'],2017,"30,000",-0.023
['1981-06-18 || 엄정욱'],2002,"1,800",0.133
['1981-06-18 || 엄정욱'],2003,"2,200",0.248
['1981-06-18 || 엄정욱'],2004,"2,800",2.988
['1981-06-18 || 엄정욱'],2005,"5,000",0.653
['1981-06-18 || 엄정욱'],2006,"4,700",-0.059
['1981-06-18 || 엄정욱'],2009,"2,800",-0.23
['1981-06-18 || 엄정욱'],2010,"2,900",0.626
['1981-06-18 || 엄정욱'],2011,"5,000",2.178
['1981-06-18 || 엄정욱'],2012,"8,000",1.258
['1981-06-18 || 엄정욱'],2014,"7,000",-0.063
['1981-07-04 || 크루세타'],2010,,1.367
['1981-07-13 || 곽동훈'],2009,"2,200",-0.241
['1981-07-13 || 곽동훈'],2011,"3,000",-0.111
['1981-08-28 || 마야'],2015,,-0.913
['1981-09-09 || 이승호'],2001,"4,500",4.732
['1981-09-09 || 이승호'],2002,"8,000",4.04
['1981-09-09 || 이승호'],2003,"9,000",1.384
['1981-09-09 || 이승호'],2004,"10,000",2.564
['1981-09-09 || 이승호'],2005,"13,500",0.142
['1981-09-09 || 이승호'],2008,"6,100",0.56
['1981-09-09 || 이승호'],2009,"8,100",2.092
['1981-09-09 || 이승호'],2010,"13,500",2.054
['1981-09-09 || 이승호'],2011,"7,000",1.017
['1981-09-09 || 이승호'],2012,"35,000",0.515
['1981-09-09 || 이승호'],2013,"35,000",-0.234
['1981-09-09 || 이승호'],2015,"35,000",-0.246
['1981-09-15 || 조규수'],2001,"4,000",2.677
['1981-09-15 || 조규수'],2002,"5,500",0.88
['1981-09-15 || 조규수'],2003,"5,500",1.212
['1981-09-15 || 조규수'],2004,"6,000",-0.264
['1981-09-15 || 조규수'],2005,"5,500",-0.244
['1981-09-15 || 조규수'],2010,"2,900",0.047
['1981-09-16 || 송현우'],2005,"2,200",0.094
['1981-09-16 || 송현우'],2006,"3,000",-0.292
['1981-09-16 || 송현우'],2007,"2,800",-0.084
['1981-09-16 || 송현우'],2008,"3,000",0.32
['1981-10-08 || 윤성환'],2007,,1.835
['1981-10-08 || 윤성환'],2008,"7,000",2.976
['1981-10-08 || 윤성환'],2009,"11,000",4.597
['1981-10-08 || 윤성환'],2010,"18,000",0.85
['1981-10-08 || 윤성환'],2011,"15,000",3.524
['1981-10-08 || 윤성환'],2012,"25,000",3.314
['1981-10-08 || 윤성환'],2013,"30,000",4.279
['1981-10-08 || 윤성환'],2014,"45,000",4.666
['1981-10-08 || 윤성환'],2015,"80,000",3.909
['1981-10-08 || 윤성환'],2016,"80,000",4.127
['1981-10-08 || 윤성환'],2017,"80,000",3.733
['1981-10-08 || 윤성환'],2018,"80,000",-0.523
['1981-10-08 || 윤성환'],2019,"80,000",0.821
['1981-10-08 || 윤성환'],2020,"40,000",-0.159
['1982-01-03 || 김성태'],2003,"2,100",-0.153
['1982-01-03 || 김성태'],2004,"2,800",-0.237
['1982-01-03 || 김성태'],2005,"3,000",0.022
['1982-01-03 || 김성태'],2006,"3,000",-0.053
['1982-01-03 || 김성태'],2007,"2,800",0.376
['1982-01-03 || 김성태'],2010,"2,800",1.081
['1982-01-03 || 김성태'],2011,"5,000",1.286
['1982-01-09 || 서민욱'],2006,"2,200",0.646
['1982-01-09 || 서민욱'],2007,"3,200",0.034
['1982-02-25 || 이윤학'],2008,"2,000",-0.057
['1982-03-04 || 손승락'],2006,"3,000",1.417
['1982-03-04 || 손승락'],2010,"3,000",3.274
['1982-03-04 || 손승락'],2011,"13,000",2.318
['1982-03-04 || 손승락'],2012,"18,000",2.658
['1982-03-04 || 손승락'],2013,"26,000",3.759
['1982-03-04 || 손승락'],2014,"43,000",2.507
['1982-03-04 || 손승락'],2015,"43,000",0.918
['1982-03-04 || 손승락'],2016,"70,000",1.418
['1982-03-04 || 손승락'],2017,"70,000",4.122
['1982-03-04 || 손승락'],2018,"70,000",2.235
['1982-03-04 || 손승락'],2019,"70,000",0.852
['1982-03-28 || 신재웅'],2006,"2,500",0.375
['1982-03-28 || 신재웅'],2012,"2,400",0.851
